User stories,  KR1 Atomiškumas,  KR2 Pilnumas,  KR3 Dviprasmiškumas
Aš  kaip testuotojas  noriu naudoti testavimo planavimo įrankius  kad galėčiau efektyviau organizuoti testavimo procesus,1,1,1
Aš  kaip verslo analitikas noriu automatizuoti laiškų siuntimo procesą,1,0,1
Aš  kaip sistemų administratorius  noriu naudoti prieigos kontrolės įrankius  kad galėčiau užtikrinti tik teisėtą prieigą prie sistemų,1,1,1
Aš  kaip IT projektų vadovas noriu automatizuoti sistemų dokumentacijos atnaujinimą kad būtų pateikta tik naujausiai informacija apie sistemą,1,1,1
Aš  kaip testuotojas  noriu naudoti atlikimo testavimo įrankius  kad galėčiau nustatyti sistemos našumo ribas,1,1,1
Aš  kaip programinės įrangos kūrėjas  noriu naudoti nuotolinio derinimo įrankius  kad galėčiau dirbti komandoje su kitais programuotojais,1,1,1
Aš  kaip testuotojas noriu naudoti testavimo emuliatoriaus įrankį kad galėčiau atlikti testus ant įvairiausių įrenginių,1,1,1
Aš  kaip IT saugumo specialistas  noriu naudoti SIEM sistemas  kad galėčiau stebėti ir analizuoti saugumo įvykius,0,1,1
Aš  kaip IT infrastruktūros specialistas  noriu naudoti tinklo valdymo įrankius  kad galėčiau užtikrinti tinklo stabilumą,1,1,1
Aš  kaip projektų vadovas  noriu naudoti Scrum metodologiją  kad galėčiau efektyviau valdyti komandos veiklą ir kurti susitikimus,0,1,1
Aš  kaip programuotojas  noriu naudoti duomenų bazių optimizavimo įrankius  kad galėčiau efektyviau atlikti darbą,1,1,1
Aš  kaip testuotojas  noriu naudoti Selenium įrankį  kad galėčiau atlikti automatizuotus UI testus,1,1,1
Aš  kaip programinės įrangos kūrėjas  noriu naudoti automatizavimo įrankius  kad galėčiau pagreitinti ir pagerinti procesus,0,1,0
Aš  kaip verslo analitikas noriu automatizuoti ataskaitų kūrimą  kad suinteresuotos šalis gautų atnaujintas ir laiku ataskaitas,0,1,1
Aš  kaip galutinis vartotojas  noriu naudoti mobilią programėlę  kuri prisimins mano pastarąją vietą,1,0,1
Aš  kaip IT architektas  noriu naudoti debesų kompiuteriją,1,0,1
Aš kaip mobilios programėlės vartotojas noriu matyti receptus su detalia maistine informacija kad galėčiau planuoti savo mitybą pagal kalorijas ir maistines medžiagas,0,1,1
Aš kaip mobilios programėlės vartotojas noriu gauti pranešimą kai mano parkavimo laikas baigiasi kad išvengčiau baudų už viršytą laiką,1,1,1
Aš kaip mobilios programėlės vartotojas noriu matyti artimiausias laisvas parkavimo vietas žemėlapyje kad greičiau surasčiau kur pastatyti automobilį,1,1,1
Aš kaip mobilios programėlės vartotojas noriu apmokėti už parkavimą tiesiogiai per programėlę,1,0,1
Aš kaip mobilios programėlės vartotojas  noriu turėti galimybę redaguoti lojalumo korteles,1,0,1
Aš kaip mobilios programėlės vartotojas  noriu turėti galimybę sudaryti pirkinių sąrašą  kad žinočiau ką reikės nupirkti,1,1,1
Aš kaip mobilios programėlės vartotojas  noriu gauti el.kvitus už pirkinius į el. paštą  kad nereikėtų spausdinti popierinio,1,1,1
Aš kaip mobilios programėlės vartotojas  noriu turėti galimybę panaudoti sukauptus lojalumo taškus  kad galėčiau nusipirkti norimą pirkinį,1,1,1
Aš kaip verslo klientas  noriu per mobilia programėle paleisti reklamas  kad pritraukčiau daugiau klientų pirkti reklamuojamą prekę ar paslaugą,0,1,0
Aš kaip verslo klientas  noriu pakeisti plovyklų kainas ir aprašymus,0,0,0
Aš kaip verslo klientas  noriu uždrausti mobilioje programėlėje turėti kelias lojalumo korteles  kad vartotojai nekauptų taškų jose,1,1,0
Aš kaip verslo klientas  noriu mobilioje programėle rodyti kiekvienoje degalinėje degalų kainas,1,0,1
Aš kaip mobilios programėlės vartotojas  noriu turėti nusipirkti kelių vinjetę  kad nereikėtų važiuoti į degalinę,1,1,1
Aš kaip mobilios programėlės vartotojas  noriu matyti kiekvienos degalinės darbo laiką ir telefono numerį,0,0,1
Aš kaip mobilios programėlės vartotojas  noriu turėti galimybę pasikeisti mobilios programėlės kalbą į anglų arba latvių kalbą,0,0,0
Aš kaip mobilios programėlės vartotojas  noriu matyti kiek turiu nusipirkęs vienkartinių automobilio plovimų  kad žinočiau jų kiekį ir iki kada galioja,0,1,1
Aš kaip mobilios programėlės vartotojas  noriu turėti galimybę pasirinkti pagrindinius rekvizitus  kad atsiskaitymo metu  nereikėtų keisti per nustatymus,1,1,1
Aš kaip verslo klientas  noriu mobilioje programėlėje pakeisti apmokėjimo procesą  kad atsiskaitymo metu vartotojui nekiltų nesklandumų,1,1,1
Aš kaip mobilios programėlės vartotojas  noriu dalyvauti loterijoje,1,0,1
Aš kaip mobilios programėlės vartotojas  noriu prieš pirkdamas automobilio automatinę plovyklą  paskaityti plovimo aprašymą,1,0,1
Aš kaip mobilios programėlės vartotojas  noriu prieš panaudodamas automobilio automatinės plovyklos kuponą  pasirinkti plovyklus vartus  kad jie atsidarytų,1,1,1
Aš kaip verslo klientas  noriu lojalumo klientams leisti turėti po dvi lojalumo korteles,1,0,1
Aš kaip lojalumo sistemos administratorius  noriu turėti galimybę klientui nustatyti pagrindinę lojalumo kortelę  kad naudotų tik vieną pagrindinę ir kitoje nesikauptų taškai,0,1,0
Aš kaip verslo klientas   noriu mobilioje programėlėje padaryti privalomus paskyros informacijos laukelius  kad klientai suvestų informaciją apie save,1,1,1
Aš  kaip transporto vadybininkas  noriu matyti vairuotojų darbo ir poilsio valandas  kad užtikrinčiau  jog vairuotojai nepažeidžia taisyklių,1,1,1
Aš  kaip transporto vadybininkas  noriu matyti krovinių pakrovimo vietas žemėlapyje  kad galėčiau sudaryti  maršrutus,1,1,1
Aš  kaip reklamų vadybininkas  noriu parengti QR kodus  kuriuos klientai gali nuskaityti degalinėje  kad gautų momentines nuolaidas,1,1,1
Aš  kaip reklamų vadybininkas  noriu sistemoje sudaryti lojalumo taškų iškeitimo taisykles  kad paskatinčiau dažnesnius apsilankymus,1,1,1
Aš  kaip personalo vadybininkas  noriu personalo procesų sistemoje analizuoti darbuotojų rotaciją  kad galėčiau geriau planuoti personalo poreikius,1,1,1
Aš  kaip personalo vadybininkas  noriu turėti galimybę generuoti individualius darbo sutarties šablonus  kad sutaupytume laiko ruošiant dokumentus,1,1,1
Aš  kaip personalo vadybininkas  noriu sistemoje gauti priminimus apie artėjančius darbuotojų sertifikatų galiojimo pabaigos terminus,1,0,1
Aš  kaip personalo vadybininkas  noriu sistemoje matyti statistikas apie darbuotojų mokymus  kad galėčiau įvertinti jų efektyvumą,1,1,1
Aš  kaip personalo vadybininkas  noriu sistemoje turėti galimybę nustatyti darbuotojų veiklos vertinimo kriterijus  kad lengviau galėčiau vertinti jų našumą,1,1,1
Aš  kaip personalo vadybininkas  noriu sistemoje sudaryti darbuotojų mokymų tvarkaraščius  kad visi galėtų planuoti laiką taip  kaip jiems patogu,1,1,0
Aš  kaip personalo vadybininkas  noriu matyti istoriją apie darbuotojų pareigų pasikeitimus  kad galėčiau analizuoti karjeros pokyčius,1,1,1
Aš  kaip personalo vadybininkas  noriu sistemoje valdyti laisvas pozicijas ir jų užpildymo statusą  kad galėčiau lengviau stebėti atrankos procesą,0,1,1
Aš  kaip personalo vadybininkas  noriu turėti galimybę personalo procesų sistemoje kurti įspėjimus apie darbuotojų darbo sutarties pabaigos terminus  kad spėčiau atnaujinti sutartį,1,1,1
Aš  kaip personalo vadybininkas  noriu sukurti sistemą  kurioje darbuotojai galėtų pateikti anoniminius atsiliepimus,1,0,1
Aš  kaip personalo vadybininkas  noriu matyti sistemoje visų darbuotojų darbo patirties  kad galėčiau lengviau parinkti žmones projektams,1,1,1
Aš  kaip personalo vadybininkas  noriu personalo procesų sistemoje analizuoti darbuotojų darbo laiko apskaitos ataskaitas  kad galėčiau kontroliuoti darbo valandų laikymąsi,0,1,1
Aš  kaip personalo vadybininkas  noriu sistemoje kurti ir siųsti apklausas darbuotojams  kad galėčiau įvertinti jų pasitenkinimą darbu,0,1,1
Aš  kaip personalo vadybininkas  noriu turėti galimybę pridėti pastabas apie kandidatus sistemoje  kad kolegos galėtų matyti atrankų rezultatus,1,1,1
Aš  kaip personalo vadybininkas  noriu sukurti atskirą skiltį sistemoje  kur darbuotojai galėtų peržiūrėti savo atlyginimo struktūrą ir papildomas išmokas  kad sumažėtų klausimų kiekis,0,1,1
Aš  kaip personalo vadybininkas  noriu stebėti darbuotojų mokymų išlaidas sistemoje  kad galėčiau kontroliuoti biudžetą,1,0,1
Aš  kaip personalo vadybininkas  noriu matyti sistemoje visų darbuotojų išsilavinimo duomenis,1,0,1
Aš kaip verslo klientas  noriu mobilioje programėle nustatyti kuro įsipylimo dienos limitą,1,0,1
Aš kaip įmonės vadovas noriu sisstemoje nustatyti darbuotojams mėnesinį kuro limitą litrais kad nepyknaudžiautų su įmonės kortele,1,1,1
Aš kaip mobilios programėlės vartotojas noriu turėti galimybę peržiūrėti kvitą jo neatsisiuntęs į telefoną,1,0,1
Aš kaip mobilios programėlės vartotojas noriu kad programėlė įsimintų mano paskutinę naudotą mokėjimo kortelę kad sekančiu pirkimo metu automatiškai jau būtų pasirinkta,1,1,1
Aš kaip mobilios programėlės vartotojas noriu matyti piniginės skiltyje turimas lojalumo korteles,1,0,1
Aš kaip mobilios programėlės vartotojas noriu apmokėjimo metu matyti lojalumo kortelių ikonas kad galėčiau greičiau pasirinkti norimą kortelę,1,1,1
Aš kaip mobilios programėlės vartotojas noriu piniginės skiltyje matyti turimų kortelių būsenas kad žinočiau kurias galiu naudoti atsiskaitymo metu,1,1,1
Aš  kaip reklamų vadybininkas  noriu personalizuoti reklaminius pasiūlymus pagal klientų pomėgius  kad padidinčiau reklamos efektyvumą,1,1,1
Aš kaip mobilios programėlės vartotojas noriu turėti galimybę atsisiųsti kvitą į telefoną kad galėčiau jį persiųsti kitam asmeniui,1,1,1
Aš kaip mobilios programėlės vartotojas noriu turėti galimybę peržiūrėti esamą ir pakeisti saugos kodą į kitą,0,0,1
Aš kaip mobilios programėlės vartotojas noriu turėti galimybę persiųsti savo nemokamos kavos kuponą kad draugas galėtų pasinaudoti juo,1,1,1
Aš kaip mobilios programėlės vartotojas noriu turėti galimybę pasirinkti pagrindinės mokėjimo ir lojalumo kortelių požymius kad atsiskaitymo metu nereikėtų kas kartą keisti,0,1,0
Aš kaip mobilios programėlės vartotojas noriu turėti galimybę atsiskaityti kasoje su QR kodu kad nereikėtų papildomai traukti fizinę mokėjimo kortelę,1,1,1
Aš kaip mobilios programėlės vartotojas noriu turėti galimybę greitai ir efektyviai atsiskaityti už degalus per programėlę kad ne eiti į degalinę,0,1,0
Aš kaip mobilios programėlės vartotojas noriu turėti galimybę užsakyti savitarnos plovyklos paslaugas kad galėčiau pats nusiplauti automobilį,1,1,1
Aš kaip mobilios programėlės vartotojas noriu turėti galimybę užsakyti siurblio paslaugas,1,0,1
Aš kaip sistemos administratorius noriu turėti galimybę matyti kiekvieno sistemos vartotojo žurnalinius įrašus,1,0,1
Aš kaip sistemos administratorius noriu turėti galimybę sukurti naujus sistemos vartotojus kad jie galėtų naudotis ir dirbti sistemoje,0,1,0
Aš kaip sistemos administratorius noriu turėti galimybę redaguoti sistemos vartotojų teises,1,0,1
Aš  kaip IT projektų vadovas  noriu naudoti populiariausią grafiką kurioje rodoma projektų pažangos,1,0,0
Aš  kaip programinės įrangos kūrėjas  noriu naudoti testavimo įrankius  kad galėčiau užtikrinti sistemos patikimumą,1,1,1
Aš  kaip testuotojas  noriu naudoti Jest testavimo įrankį  kad galėčiau rašyti vienetinius testus JavaScript kalba,1,1,1
Aš  kaip galutinis vartotojas  noriu turėti galimybę keisti programėlės kalbą  kad galėčiau naudotis programa savo kalba,1,1,1
Aš  kaip IT saugumo specialistas  noriu naudoti pažeidžiamumo skanavimo įrankį  kad galėčiau aptikti  saugumo pažeidžiamumą,1,1,1
Aš  kaip verslo analitikas  noriu naudoti duomenų vizualizacijos įrankius  kad galėčiau pateikti ataskaitas moderniau,1,1,0
Aš  kaip IT infrastruktūros specialistas  noriu naudoti debesų saugojimo paslaugas  kad galėčiau užtikrinti duomenų atsargines kopijas,1,1,1
Aš  kaip IT saugumo specialistas noriu naudoti IDS/IPS sistemas kad galėčiau aptikti ir užkirsti kelią įsilaužimams,0,1,1
Aš  kaip testuotojas  noriu naudoti įrankius  kad galėčiau sutaupyti laiko ir išteklių,0,1,1
Aš kaip mobilios programėlės vartotojas noriu gauti pranešimus apie prekių prieinamumą,1,0,1
Aš kaip programinės įrangos kūrėjas noriu integruoti testavimo priemones tiesiai į kūrimo aplinką  kad galėčiau greičiau atlikti testus ir išvengti klaidų,0,1,1
Aš kaip verslo klientas noriu gauti išsamią informaciją apie pardavimų statistiką  kad galėčiau geriau išanalizuoti ir suprasti verslo rezultatus,0,1,1
Aš kaip projektų vadovas noriu nustatyti darbo našumo rodiklius  kad galėčiau efektyviau valdyti komandos veiklą,1,1,1
Aš kaip mobilios programėlės vartotojas noriu turėti galimybę pasirinkti pageidaujamas prekes,1,0,1
Aš kaip IT infrastruktūros specialistas noriu automatizuoti serverių konfigūravimo procesus  kad galėčiau sutaupyti laiką ir išvengti klaidų,0,1,1
Aš kaip IT saugumo specialistas noriu naudoti saugumo grėsmių aptikimo įrankius  kad galėčiau laiku reaguoti į galimas tinklo atakas,1,1,1
Aš kaip testuotojas noriu naudoti nuoseklumo testavimo įrankius  kad galėčiau ištestuoti programėlės visą veikimą,1,1,1
Aš kaip duomenų bazės administratorius noriu įdiegti duomenų šifravimą  kad apsaugotų jautrius klientų duomenis,1,1,1
Aš kaip verslo analitikas noriu naudoti prognozavimo modelius  kad galėčiau numatyti ateities tendencijas ir priimti informuotus sprendimus,0,1,1
Aš kaip mobilios programėlės vartotojas noriu matyti rekomendacijas pagal mano pirkimo istoriją,1,0,1
Aš kaip sistemų administratorius noriu atlikti periodines sistemų saugumo patikras  kad galėčiau užtikrinti sistemos saugumą,1,1,1
Aš kaip transporto vadybininkas noriu gauti įspėjimus apie savo vilkiko įvykusius avarijas,1,0,1
Aš kaip IT projektų vadovas noriu naudoti darbų sekimo įrankius  kad galėčiau realiu laiku stebėti projekto eigą ir užduočių atlikimą,0,1,1
Aš kaip reklamos vadybininkas noriu stebėti mobiliųjų programėlių kampanijų efektyvumą  kad galėčiau optimizuoti reklamos strategijas,1,1,1
Aš kaip programinės įrangos kūrėjas noriu integruoti dokumentavimo įrankį į savo kūrimo aplinką  kad galėčiau automatiškai generuoti projekto dokumentaciją,1,1,1
Aš kaip verslo klientas noriu naudoti integruotus akcijų valdymo įrankius  kad galėčiau stebėti ir valdyti prekių atsargas,0,1,1
Aš kaip galutinis vartotojas noriu matyti detalią prekių apžvalgą ir įvertinimus  kad galėčiau priimti pagrįstus pirkimo sprendimus,0,1,1
Aš kaip testuotojas noriu atlikti mobilios programėlės testavimą keliuose įrenginiuose  kad užtikrinčiau  jog programėlė veikia nepriekaištingai visuose įrenginiuose,1,1,0
Aš kaip verslo analitikas noriu turėti automatizuotą sąskaitų išrašymo procesą  kad klientai gautų laiku,1,1,1
Aš kaip mobilios programėlės vartotojas noriu turėti galimybę įrašyti savo vietą žemėlapyje kad galėčiau lengvai sugrįžti į tą patį tašką vėliau,1,1,0
Aš kaip mobilios programėlės vartotojas noriu gauti priminimus apie svarbius įvykius ir susitikimus,0,0,1
Aš kaip mobilios programėlės vartotojas noriu turėti galimybę siųsti ir gauti žinutes realiuoju laiku kad galėčiau bendrauti su kitais vartotojai,0,1,1
Aš kaip mobilios programėlės vartotojas noriu turėti galimybę susikurti asmeninius tikslus ir sekti jų pasiekimus kad galėčiau geriau organizuoti savo laiką,0,1,1
Aš kaip mobilios programėlės vartotojas noriu naudoti biometrinę autentifikaciją kad galėčiau greitai ir saugiai prisijungti prie savo paskyros,0,1,1
Aš kaip mobilios programėlės vartotojas noriu turėti galimybę peržiūrėti savo užsakymų būseną ir istoriją kad galėčiau sekti savo pirkimus,0,1,1
Aš kaip mobilios programėlės vartotojas noriu turėti galimybę nustatyti tamsųjį režimą kad galėčiau patogiai naudotis programėle naktį,1,1,1
Aš kaip mobilios programėlės vartotojas noriu turėti galimybę užsakyti prekes arba paslaugas tiesiai iš programėlės kad galėčiau greitai atlikti pirkimus,0,1,1
Aš kaip mobilios programėlės vartotojas noriu matyti rekomendacijas pagal mano ankstesnį naudojimą kad galėčiau atrasti naujas paslaugas ir produktus,0,1,1
Aš kaip mobilios programėlės vartotojas noriu ieškoti receptų pagal turimus ingredientus kad galėčiau gaminti,1,1,1
Aš kaip mobilios programėlės vartotojas noriu išsaugoti mėgstamus receptus savo paskyroje,1,0,1
Aš kaip verslo klientas  noriu mobilioje programėle rodyti kiekvienoje degalinėje degalų kainas,1,0,1
Aš kaip mobilios programėlės vartotojas  noriu turėti nusipirkti kelių vinjetę  kad nereikėtų važiuoti į degalinę,1,1,1
Aš kaip mobilios programėlės vartotojas  noriu matyti kiekvienos degalinės darbo laiką ir telefono numerį,0,0,1
Aš kaip mobilios programėlės vartotojas  noriu turėti galimybę pasikeisti mobilios programėlės kalbą į anglų arba latvių kalbą.
Aš kaip mobilios programėlės vartotojas  noriu matyti kiek turiu nusipirkęs vienkartinių automobilio plovimų  kad žinočiau jų kiekį ir iki kada galioja,0,1,1
Aš kaip mobilios programėlės vartotojas  noriu turėti galimybę pasirinkti pagrindinius rekvizitus  kad atsiskaitymo metu  nereikėtų keisti per nustatymus,1,1,1
Aš kaip verslo klientas  noriu mobilioje programėlėje pakeisti apmokėjimo procesą  kad atsiskaitymo metu vartotojui nekiltų nesklandumų,1,1,1
Aš kaip mobilios programėlės vartotojas  noriu dalyvauti loterijoje,1,0,1
Aš kaip mobilios programėlės vartotojas  noriu prieš pirkdamas automobilio automatinę plovyklą  paskaityti plovimo aprašymą,1,0,1
Aš kaip mobilios programėlės vartotojas  noriu prieš panaudodamas automobilio automatinės plovyklos kuponą  pasirinkti plovyklus vartus  kad jie atsidarytų,1,1,1
Aš kaip verslo klientas  noriu lojalumo klientams leisti turėti po dvi lojalumo korteles,1,0,1
Aš kaip lojalumo sistemos administratorius  noriu turėti galimybę klientui nustatyti pagrindinę lojalumo kortelę  kad naudotų tik vieną pagrindinę ir kitoje nesikauptų taškai,0,1,0
Aš kaip verslo klientas   noriu mobilioje programėlėje padaryti privalomus paskyros informacijos laukelius  kad klientai suvestų informaciją apie save,1,1,1
Aš  kaip transporto vadybininkas  noriu matyti vairuotojų darbo ir poilsio valandas  kad užtikrinčiau  jog vairuotojai nepažeidžia taisyklių,1,1,1
Aš  kaip transporto vadybininkas  noriu matyti krovinių pakrovimo vietas žemėlapyje  kad galėčiau sudaryti  maršrutus,1,1,1
Aš  kaip reklamų vadybininkas  noriu parengti QR kodus  kuriuos klientai gali nuskaityti degalinėje  kad gautų momentines nuolaidas,1,1,1
Aš  kaip reklamų vadybininkas  noriu sistemoje sudaryti lojalumo taškų iškeitimo taisykles  kad paskatinčiau dažnesnius apsilankymus,1,1,1
Aš  kaip personalo vadybininkas  noriu personalo procesų sistemoje analizuoti darbuotojų rotaciją  kad galėčiau geriau planuoti personalo poreikius,1,1,1
Aš  kaip personalo vadybininkas  noriu turėti galimybę generuoti individualius darbo sutarties šablonus  kad sutaupytume laiko ruošiant dokumentus,1,1,1
Aš  kaip personalo vadybininkas  noriu sistemoje gauti priminimus apie artėjančius darbuotojų sertifikatų galiojimo pabaigos terminus,1,0,1
Aš  kaip personalo vadybininkas  noriu sistemoje matyti statistikas apie darbuotojų mokymus  kad galėčiau įvertinti jų efektyvumą,1,1,1
Aš  kaip personalo vadybininkas  noriu sistemoje turėti galimybę nustatyti darbuotojų veiklos vertinimo kriterijus  kad lengviau galėčiau vertinti jų našumą,1,1,1
Aš  kaip personalo vadybininkas  noriu sistemoje sudaryti darbuotojų mokymų tvarkaraščius  kad visi galėtų planuoti laiką taip  kaip jiems patogu,1,1,0
Aš  kaip personalo vadybininkas  noriu matyti istoriją apie darbuotojų pareigų pasikeitimus  kad galėčiau analizuoti karjeros pokyčius,1,1,1
Aš  kaip personalo vadybininkas  noriu sistemoje valdyti laisvas pozicijas ir jų užpildymo statusą  kad galėčiau lengviau stebėti atrankos procesą,0,1,1
Aš  kaip personalo vadybininkas  noriu turėti galimybę personalo procesų sistemoje kurti įspėjimus apie darbuotojų darbo sutarties pabaigos terminus  kad spėčiau atnaujinti sutartį,1,1,1
Aš  kaip personalo vadybininkas  noriu sukurti sistemą  kurioje darbuotojai galėtų pateikti anoniminius atsiliepimus,1,0,1
Aš  kaip personalo vadybininkas  noriu matyti sistemoje visų darbuotojų darbo patirties  kad galėčiau lengviau parinkti žmones projektams,1,1,1
Aš  kaip personalo vadybininkas  noriu personalo procesų sistemoje analizuoti darbuotojų darbo laiko apskaitos ataskaitas  kad galėčiau kontroliuoti darbo valandų laikymąsi,0,1,1
Aš  kaip personalo vadybininkas  noriu sistemoje kurti ir siųsti apklausas darbuotojams  kad galėčiau įvertinti jų pasitenkinimą darbu,0,1,1
Aš  kaip personalo vadybininkas  noriu turėti galimybę pridėti pastabas apie kandidatus sistemoje  kad kolegos galėtų matyti atrankų rezultatus,1,1,1
Aš  kaip personalo vadybininkas  noriu sukurti atskirą skiltį sistemoje  kur darbuotojai galėtų peržiūrėti savo atlyginimo struktūrą ir papildomas išmokas  kad sumažėtų klausimų kiekis,0,1,1
Aš  kaip personalo vadybininkas  noriu stebėti darbuotojų mokymų išlaidas sistemoje  kad galėčiau kontroliuoti biudžetą,1,0,1
Aš  kaip personalo vadybininkas  noriu matyti sistemoje visų darbuotojų išsilavinimo duomenis,1,0,1
Aš kaip verslo klientas  noriu mobilioje programėle nustatyti kuro įsipylimo dienos limitą,1,0,1
Aš kaip įmonės vadovas noriu sisstemoje nustatyti darbuotojams mėnesinį kuro limitą litrais kad nepyknaudžiautų su įmonės kortele,1,1,1
Aš kaip mobilios programėlės vartotojas noriu turėti galimybę peržiūrėti kvitą jo neatsisiuntęs į telefoną,1,0,1
Aš kaip mobilios programėlės vartotojas noriu kad programėlė įsimintų mano paskutinę naudotą mokėjimo kortelę kad sekančiu pirkimo metu automatiškai jau būtų pasirinkta,1,1,1
Aš kaip mobilios programėlės vartotojas noriu matyti piniginės skiltyje turimas lojalumo korteles,1,0,1
Aš kaip mobilios programėlės vartotojas noriu apmokėjimo metu matyti lojalumo kortelių ikonas kad galėčiau greičiau pasirinkti norimą kortelę,1,1,1
Aš kaip mobilios programėlės vartotojas noriu piniginės skiltyje matyti turimų kortelių būsenas kad žinočiau kurias galiu naudoti atsiskaitymo metu,1,1,1
Aš  kaip reklamų vadybininkas  noriu personalizuoti reklaminius pasiūlymus pagal klientų pomėgius  kad padidinčiau reklamos efektyvumą,1,1,1
Aš kaip mobilios programėlės vartotojas noriu turėti galimybę atsisiųsti kvitą į telefoną kad galėčiau jį persiųsti kitam asmeniui,1,1,1
Aš kaip mobilios programėlės vartotojas noriu turėti galimybę peržiūrėti esamą ir pakeisti saugos kodą į kitą,0,0,1
Aš kaip mobilios programėlės vartotojas noriu turėti galimybę persiųsti savo nemokamos kavos kuponą kad draugas galėtų pasinaudoti juo,1,1,1
Aš kaip mobilios programėlės vartotojas noriu turėti galimybę pasirinkti pagrindinės mokėjimo ir lojalumo kortelių požymius, kad atsiskaitymo metu nereikėtų kas kartą keisti,0,1,0
Aš kaip mobilios programėlės vartotojas noriu turėti galimybę atsiskaityti kasoje su QR kodu kad nereikėtų papildomai traukti fizinę mokėjimo kortelę,1,1,1
Aš kaip mobilios programėlės vartotojas noriu turėti galimybę greitai ir efektyviai atsiskaityti už degalus per programėlę kad ne eiti į degalinę,0,1,0
Aš kaip mobilios programėlės vartotojas noriu turėti galimybę užsakyti savitarnos plovyklos paslaugas kad galėčiau pats nusiplauti automobilį,1,1,1
Aš kaip mobilios programėlės vartotojas noriu turėti galimybę užsakyti siurblio paslaugas,1,0,1
Aš kaip sistemos administratorius noriu turėti galimybę matyti kiekvieno sistemos vartotojo žurnalinius įrašus,1,0,1
Aš kaip sistemos administratorius noriu turėti galimybę sukurti naujus sistemos vartotojus kad jie galėtų naudotis ir dirbti sistemoje,0,1,0
Aš kaip sistemos administratorius noriu turėti galimybę redaguoti sistemos vartotojų teises,1,0,1
Aš  kaip IT projektų vadovas  noriu naudoti populiariausią grafiką kurioje rodoma projektų pažangos,1,0,0
Aš  kaip programinės įrangos kūrėjas  noriu naudoti testavimo įrankius  kad galėčiau užtikrinti sistemos patikimumą,1,1,1
Aš  kaip testuotojas  noriu naudoti Jest testavimo įrankį  kad galėčiau rašyti vienetinius testus JavaScript kalba,1,1,1
Aš  kaip galutinis vartotojas  noriu turėti galimybę keisti programėlės kalbą  kad galėčiau naudotis programa savo kalba,1,1,1
Aš  kaip IT saugumo specialistas  noriu naudoti pažeidžiamumo skanavimo įrankį  kad galėčiau aptikti  saugumo pažeidžiamumą,1,1,1
Aš  kaip verslo analitikas  noriu naudoti duomenų vizualizacijos įrankius  kad galėčiau pateikti ataskaitas moderniau,1,1,0
Aš  kaip IT infrastruktūros specialistas  noriu naudoti debesų saugojimo paslaugas  kad galėčiau užtikrinti duomenų atsargines kopijas,1,1,1
